#序號 推導中州音 推導普通話
1897 dʒiŋ'˨˦ zheng3
1898 ɦyuəŋ'˨˦ xiong4
1899 kyuəŋ˥˧ jiong3
1900 miŋ˥˧ ming3
1901 tiŋ˥˧ ding3
1902 diŋ'˨˦ ding4
1903 tʰiŋ˥˧ ting3
1904 dziŋ'˨˦ jing4
1905 ʔyuəŋ˥˧ yong3
1906 kʰiŋ˥˧ qing3
1907 niŋ˥˧ ning3
1908 ɦiŋ'˨˦ xing4
1909 siŋ˥˧ xing3
1910 piŋ˥˧ bing3
1911 kʰyuəŋ˥˧ qiong3
1912 kiŋ˥˧ jing3
1913 pʰiŋ˥˧ ping3
1914 ʔiŋ˥˧ ying3
1915 liŋ˥˧ ling3
1916 biŋ'˨˦ bing4
1917 hyuəŋ˥˧ xiong3
1918 ŋiŋ˥˧/jiŋ˥˧ ying3
1919 tʃiŋ˥˧ zheng3
1920 tʃʰiŋ˥˧ cheng3
1921 giŋ'˨˦ jing4
1922 ʂəŋ˥˧ sheng3
1923 təŋ˥˧ deng3
1924 pʰəŋ˥˧ peng3
1925 kʰəŋ˥˧ keng3
1926 nəŋ˥˧ neng3
1927 jiw˥˧ you3
1928 liw˥˧ liu3
1929 niw˥˧ niu3
1930 tʃʰiw˥˧ chou3
1931 tʃiw˥˧ zhou3
1932 hiw˥˧ xiu3
1933 kiw˥˧ jiu3
1934 ʃiw˥˧ shou3
1935 tʃʰiw˥˧ chou3
1936 dziw'˨˦ jiu4
1937 fʱəw'˨˦ fou4
1938 fəw˥˧ fou3
1939 kʰiw˥˧ qiu3
1940 ʒiw˥˧ rou3
1941 giw'˨˦ jiu4
1942 dʒiw'˨˦ zhou4
1943 jiw˥˧ you3
1944 ʃʱiw'˨˦ shou4
1945 siw˥˧ xiu3
1946 ʔiw˥˧ you3
1947 tsiw˥˧ jiu3
1948 ʂəw˥˧ shou3
1949 tʃiw˥˧ zhou3
1950 fəw˥˧ fou3
1951 ʈʂəw˥˧ zhou3
1952 ɖʐəw'˨˦ shou4
1953 ʈʂʰəw˥˧ chou3
1954 fəw˥˧ fou3
1955 ɦəw'˨˦ hou4
1956 məw˥˧ mou3
1957 bəw'˨˦ bou4
1958 təw˥˧ dou3
1959 tʰəw˥˧ tou3
1960 kəw˥˧ gou3
1961 ŋəw˥˧ ou3
1962 pəw˥˧ bou3
1963 nəw˥˧ nou3
1964 səw˥˧ sou3
1965 həw˥˧ hou3
1966 pʰəw˥˧ pou3
1967 ʔəw˥˧ ou3
1968 ləw˥˧ lou3
1969 tsəw˥˧ zou3
1970 kʰəw˥˧ kou3
1971 dəw'˨˦ dou4
1972 ɖʐəw'˨˦ 
1973 tsʰəw˥˧ cou3
1974 ʔiw˥˧ you3
1975 kiw˥˧ jiu3
1976 giw'˨˦ jiu4
1977 tsʰim˥˧ qin3
1978 dʒim'˨˦ zhen4
1979 kʰim˥˧ qin3
1980 lim˥˧ lin3
1981 sim˥˧ xin3
1982 tʃʰim˥˧ chen3
1983 tsim˥˧ jin3
1984 ʒim˥˧ ren3
1985 tʃim˥˧ zhen3
1986 ʃim˥˧ shen3
1987 ʃʱim'˨˦ shen4
1988 ʃʱim'˨˦ shen4
1989 tʃʰim˥˧ chen3
1990 ʈʂʰəm˥˧ chen3
1991 nim˥˧ nin3
1992 gim'˨˦ jin4
1993 kim˥˧ jin3
1994 dzim'˨˦ jin4
1995 (ŋ)im˥˧ yin3
1996 ʂəm˥˧ shen3
1997 pim˥˧ bin3
1998 ʔim˥˧ yin3
1999 pʰim˥˧ pin3
2000 kʰim˥˧ qin3
2001 him˥˧ xin3
2002 tʃim˥˧ zhen3
2003 jim˥˧ yin3
2004 ɖʐəm'˨˦ shen4
2005 kam˥˧ gan3
2006 dam'˨˦ dan4
2007 ʔam˥˧ an3
2008 nam˥˧ nan3
2009 tʰam˥˧ tan3
2010 dzam'˨˦ zan4
2011 tsʰam˥˧ can3
2012 ŋam˥˧ an3
2013 tsam˥˧ zan3
2014 sam˥˧ san3
2015 kʰam˥˧ kan3
2016 ɦam'˨˦ han4
2017 lam˥˧ lan3
2018 tam˥˧ dan3
2019 ham˥˧ han3
2020 kam˥˧ gan3
2021 ʃam˥˧ 
2022 lam˥˧ lan3
2023 tʰam˥˧ tan3
2024 tam˥˧ dan3
2025 dam'˨˦ dan4
2026 tsʰam˥˧ can3
2027 mam˥˧ man3
2028 tsam˥˧ zan3
2029 dzam'˨˦ zan4
2030 ham˥˧ han3
2031 ʔam˥˧ an3
2032 kʰam˥˧ kan3
2033 jiɛm˥˧ yan3
2034 liɛm˥˧ lian3
2035 hiɛm˥˧ xian3
2036 piɛm˥˧ bian3
2037 tʃiɛm˥˧ zhan3
2038 kʰiɛm˥˧ qian3
2039 (ŋ)iɛm˥˧ yan3
2040 giɛm'˨˦ jian4
2041 kiɛm˥˧ jian3
2042 ʔiɛm˥˧ yan3
2043 ʒiɛm˥˧ ran3
2044 ʃiɛm˥˧ shan3
2045 tʃʰiɛm˥˧ chan3
2046 ʔiɛm˥˧ yan3
2047 dziɛm'˨˦ jian4
2048 tsʰiɛm˥˧ qian3
2049 tsiɛm˥˧ jian3
2050 kʰiɛm˥˧ qian3
2051 ʃʱiɛm'˨˦ shan4
2052 tʰiɛm˥˧ tian3
2053 niɛm˥˧ nian3
2054 tiɛm˥˧ dian3
2055 diɛm'˨˦ dian4
2056 kʰiɛm˥˧ qian3
2057 liɛm˥˧ lian3
2058 ɦiɛm'˨˦ xian4
2059 tsʰiɛm˥˧ qian3
2060 kiɛm˥˧ jian3
2061 miɛm˥˧ mian3
2062 jiɛm˥˧ yan3
2063 kʰiɛm˥˧ qian3
2064 ʔiɛm˥˧ yan3
2065 ɦiam'˨˦ xian4
2066 ɖʐam'˨˦ zhan4
2067 kʰiam˥˧ qian3
2068 kiam˥˧ jian3
2069 ɖʐam'˨˦ shan4
2070 lam˥˧ lan3
2071 ʈʂam˥˧ zhan3
2072 ʈʂʰam˥˧ chan3
2073 hiam˥˧ xian3
2074 ʂam˥˧ shan3
2075 ʔiam˥˧ yan3
2076 hiam˥˧ xian3
2077 nam˥˧ nian3
2078 ʈʂʰam˥˧ chan3
2079 ɦiam'˨˦ xian4
2080 kʰiam˥˧ qian3
2081 ʂam˥˧ shan3
2082 ʔiam˥˧ yan3
2083 ʈʂʰam˥˧ chan3
2084 hiam˥˧ xian3
2085 ɖʐam'˨˦ shan4
2086 fʱam'˨˦ fan4
2087 vam˥˧ man3
2088 fam˥˧ fan3
2089 kʰyuɛm˥˧ quan3
2090 fam˥˧ fan3
2091 tʃʰyuɛm˥˧ chuan3
2092 suŋ˨˦ song4
2093 fʱuŋ˨˦ feng4
2094 kuŋ˨˦ gong4
2095 luŋ˨˦ long4
2096 tuŋ˨˦ dong4
2097 kʰuŋ˨˦ kong4
2098 tsuŋ˨˦ zong4
2099 ʔuŋ˨˦ weng4
2100 tsʰuŋ˨˦ cong4
2101 duŋ˨˦ dong4
2102 tʰuŋ˨˦ tong4
2103 dʒyuŋ˨˦ zhong4
2104 fuŋ˨˦ feng4
2105 kʰyuŋ˨˦ qiong4
2106 muŋ˨˦ meng4
2107 hyuŋ˨˦ xiong4
2108 muŋ˨˦ meng4
2109 tsʰyuŋ˨˦ cong4
2110 fuŋ˨˦ feng4
2111 dzuŋ˨˦ zong4
2112 tʃyuŋ˨˦ zhong4
2113 ɦuŋ˨˦ hong4
2114 nuŋ˨˦ nong4
2115 tʃyuŋ˨˦ zhong4
2116 tʃʰyuŋ˨˦ chong4
2117 ɖʐuŋ˨˦ shong4
2118 huŋ˨˦ hong4
2119 suŋ˨˦ song4
2120 tsuŋ˨˦ zong4
2121 tʰuŋ˨˦ tong4
2122 muŋ˨˦ meng4
2123 ɦuŋ˨˦ hong4
2124 jyuŋ˨˦ yong4
2125 sʱyuŋ˨˦ song4
2126 fʱuŋ˨˦ feng4
2127 gyuŋ˨˦ jiong4
2128 fuŋ˨˦ feng4
2129 kyuŋ˨˦ jiong4
2130 ʔyuŋ˨˦ yong4
2131 tʃyuŋ˨˦ zhong4
2132 tsyuŋ˨˦ zong4
2133 tʃʰyuŋ˨˦ chong4
2134 ʒyuŋ˨˦ rong4
2135 tʃyuŋ˨˦ zhong4
2136 dʒyuŋ˨˦ zhong4
2137 lyuŋ˨˦ long4
2138 kʰyuŋ˨˦ qiong4
2139 dzyuŋ˨˦ zong4
2140 nyuŋ˨˦ nong4
2141 kiɑŋ˨˦ jiang4
2142 ɦiɑŋ˨˦ xiang4
2143 ʈʂwɑŋ˨˦ zhuang4
2144 ɖʐwɑŋ˨˦ zhuang4
2145 ʈʂʰwɑŋ˨˦ chuang4
2146 ɖʐwɑŋ˨˦ shuang4
2147 pʰɑŋ˨˦ pang4
2148 ʈʂʰwɑŋ˨˦ chuang4
2149 ʂwɑŋ˨˦ shuang4
2150 tʃiɨ˨˦ zhi4
2151 bi˨˦ bi4
2152 ʈʂui˨˦ zhui4
2153 li˨˦ li4
2154 ʃʱiɨ˨˦ shi4
2155 tsɨ˨˦ zi4
2156 sɨ˨˦ si4
2157 ui˨˦ wei4
2158 kui˨˦ gui4
2159 pʰi˨˦ pi4
2160 pi˨˦ bi4
2161 bi˨˦ bi4
2162 lui˨˦ lei4
2163 ki˨˦ ji4
2164 pi˨˦ bi4
2165 gi˨˦ ji4
2166 tsʰɨ˨˦ ci4
2167 ji˨˦ yi4
2168 (ŋ)i˨˦ yi4
2169 pʰi˨˦ pi4
2170 dzɨ˨˦ zi4
2171 tʃi˨˦ zhi4
2172 ʔi˨˦ yi4
2173 ɖʐui˨˦ zhui4
2174 ʈʂʰui˨˦ chui4
2175 hi˨˦ xi4
2176 kʰi˨˦ qi4
2177 ʔi˨˦ yi4
2178 ʃiɨ˨˦ shi4
2179 ʂɨ˨˦ shi4
2180 kʰui˨˦ kui4
2181 ʔui˨˦ wei4
2182 ŋui˨˦ wei4
2183 hui˨˦ hui4
2184 ʔui˨˦ wei4
2185 ʂʱui˨˦ shui4
2186 ki˨˦ ji4
2187 ʒui˨˦ rui4
2188 tʃʰiɨ˨˦ chi4
2189 sui˨˦ sui4
2190 ʈʂui˨˦ zhui4
2191 ui˨˦ wei4
2192 nui˨˦ nei4
2193 kui˨˦ gui4
2194 ʈʂɨ˨˦ zhi4
2195 hui˨˦ hui4
2196 kʰi˨˦ qi4
2197 tʃiɨ˨˦ zhi4
2198 ui˨˦ wei4
2199 mi˨˦ mi4
2200 sʱui˨˦ sui4
2201 tsui˨˦ zui4
2202 sui˨˦ sui4
2203 lui˨˦ lei4
2204 pi˨˦ bi4
2205 gui˨˦ gui4
2206 pʰi˨˦ pi4
2207 bi˨˦ bi4
2208 kui˨˦ gui4
2209 ʂui˨˦ shuai4
2210 kʰui˨˦ kui4
2211 hui˨˦ hui4
2212 ʃʱiɨ˨˦ shi4
2213 li˨˦ li4
2214 ni˨˦ ni4
2215 pʰi˨˦ pi4
2216 (ŋ)i˨˦ yi4
2217 tʃi˨˦ zhi4
2218 kʰi˨˦ qi4
2219 dʒi˨˦ zhi4
2220 mi˨˦ mi4
2221 tʃʰi˨˦ chi4
2222 ki˨˦ ji4
2223 gi˨˦ ji4
2224 gui˨˦ gui4
2225 tsʰui˨˦ cui4
2226 ɻ˨˦ er4
2227 tsɨ˨˦ zi4
2228 tsʰɨ˨˦ ci4
2229 ʔi˨˦ yi4
2230 sɨ˨˦ si4
2231 kʰi˨˦ qi4
2232 ki˨˦(!) gui4
2233 bi˨˦ bi4
2234 hui˨˦ hui4
2235 pi˨˦ bi4
2236 dzui˨˦ cui4
2237 di˨˦ 
2238 hi˨˦ xi4
2239 ji˨˦ yi4
2240 ʃʱiɨ˨˦ shi4
2241 dzɨ˨˦ zi4
2242 ɖʐui˨˦ zhui4
2243 ʈʂʰui˨˦ chui4
2244 ui˨˦ wei4
2245 hui˨˦ hui4
2246 ʈʂui˨˦ zhui4
2247 tʃʰiɨ˨˦ chi4
2248 ʃiɨ˨˦ shi4
2249 ʈʂʰui˨˦ chuai4
2250 ʂui˨˦ shui4
2251 tʃiɨ˨˦ zhi4
2252 dʒi˨˦ zhi4
2253 sʱɨ˨˦ si4
2254 tsʰɨ˨˦ ci4
2255 sɨ˨˦ si4
2256 ʃiɨ˨˦ shi4
2257 ʈʂɨ˨˦ zhi4
2258 li˨˦ li4
2259 dzɨ˨˦ zi4
2260 tʃʰi˨˦ chi4
2261 ɻ˨˦ er4
2262 ʂɨ˨˦ shi4
2263 ʈʂʰɨ˨˦ chi4
2264 ji˨˦ yi4
2265 tʃi˨˦ zhi4
2266 ʃʱiɨ˨˦ shi4
2267 ʂʱɨ˨˦ shi4
2268 gi˨˦ ji4
2269 tʃʰiɨ˨˦ chi4
2270 ʔi˨˦ yi4
2271 ki˨˦ ji4
2272 hi˨˦ xi4
2273 (ŋ)i˨˦ yi4
2274 kʰi˨˦ qi4
2275 vi˨˦ wei4
2276 kui˨˦ gui4
2277 ui˨˦ wei4
2278 ŋui˨˦ wei4
2279 fi˨˦ fei4
2280 fi˨˦ fei4
2281 kʰui˨˦ kui4
2282 ʔui˨˦ wei4
2283 hui˨˦ hui4
2284 fʱi˨˦ fei4
2285 ki˨˦ ji4
2286 (ŋ)i˨˦ yi4
2287 kʰi˨˦ qi4
2288 hi˨˦ xi4
2289 gi˨˦ ji4
2290 ʔi˨˦ yi4
2291 (ŋ)y˨˦ yu4
2292 ly˨˦ lv4
2293 ky˨˦ ju4
2294 tsʰy˨˦ qu4
2295 kʰy˨˦ qu4
2296 ʃʱy˨˦ shu4
2297 ʃy˨˦ shu4
2298 tʃy˨˦ zhu4
2299 tʃy˨˦ zhu4
2300 ʂu˨˦ shu4
2301 ʔy˨˦ yu4
2302 dʒy˨˦ zhu4
2303 gy˨˦ ju4
2304 sy˨˦ xu4
2305 ɖʐu˨˦ zhu4
2306 tsy˨˦ ju4
2307 ʈʂu˨˦ zhu4
2308 ʒy˨˦ ru4
2309 jy˨˦ yu4
2310 hy˨˦ xu4
2311 ny˨˦ nv4
2312 ʈʂʰu˨˦ chu4
2313 tʃʰy˨˦ chu4
2314 tʃʰy˨˦ chu4
2315 sʱy˨˦ xu4
2316 (ŋ)y˨˦ yu4
2317 ʔy˨˦ yu4
2318 ʃʱy˨˦ shu4
2319 dʒy˨˦ zhu4
2320 fʱu˨˦ fu4
2321 tʃy˨˦ zhu4
2322 ky˨˦ ju4
2323 hy˨˦ xu4
2324 ʃy˨˦ shu4
2325 jy˨˦ yu4
2326 ʒy˨˦ ru4
2327 fu˨˦ fu4
2328 vu˨˦ wu4
2329 tsy˨˦ ju4
2330 gy˨˦ ju4
2331 jy˨˦ yu4
2332 dzy˨˦ ju4
2333 ʂu˨˦ shu4
2334 fu˨˦ fu4
2335 tsʰy˨˦ qu4
2336 tʃy˨˦ zhu4
2337 kʰy˨˦ qu4
2338 ʈʂʰu˨˦ chu4
2339 tʃʰy˨˦ chu4
2340 sy˨˦ xu4
2341 ly˨˦ lv4
2342 mu˨˦ mu4
2343 du˨˦ du4
2344 lu˨˦ lu4
2345 tu˨˦ du4
2346 tʰu˨˦ tu4
2347 ku˨˦ gu4
2348 ŋu˨˦ wu4
2349 ɦu˨˦ hu4
2350 su˨˦ su4
2351 dzu˨˦ zu4
2352 nu˨˦ nu4
2353 pu˨˦ bu4
2354 ʔu˨˦ wu4
2355 pʰu˨˦ pu4
2356 tsʰu˨˦ cu4
2357 kʰu˨˦ ku4
2358 bu˨˦ bu4
2359 hu˨˦ hu4
2360 tsu˨˦ zu4
2361 tsiɪi˨˦ ji4
2362 tiɪi˨˦ di4
2363 dziɪi˨˦ ji4
2364 tʰiɪi˨˦ ti4
2365 diɪi˨˦ di4
2366 tsʰiɪi˨˦ qi4
2367 siɪi˨˦ xi4
2368 ŋiɪi˨˦/ji˨˦ yi4
2369 kiɪi˨˦ ji4
2370 ɦiɪi˨˦ xi4
2371 kʰiɪi˨˦ qi4
2372 ʔiɪi˨˦ yi4
2373 miɪi˨˦ mi4
2374 piɪi˨˦ bi4
2375 ɦui˨˦ hui4
2376 kui˨˦ gui4
2377 hui˨˦ hui4
2378 pʰiɪi˨˦ pi4
2379 biɪi˨˦ bi4
2380 liɪi˨˦ li4
2381 tʃʰiɪi˨˦ 
2382 niɪi˨˦ ni4
2383 hiɪi˨˦ xi4
2384 tsiɪi˨˦ ji4
2385 sui˨˦ sui4
2386 ui˨˦ wei4
2387 ʒui˨˦ rui4
2388 ʈʂui˨˦ zhui4
2389 ʂwai˨˦ shuai4
2390 tsʰui˨˦ cui4
2391 ui˨˦ wei4
2392 ʈʂui˨˦ zhui4
2393 ʂui˨˦ shui4
2394 biɪi˨˦ bi4
2395 ʈʂʰwai˨˦ chuai4
2396 sʱui˨˦ sui4
2397 piɪi˨˦ bi4
2398 kui˨˦ gui4
2399 miɪi˨˦ mi4
2400 ʂiɪi˨˦ shi4
2401 tʃʰiɪi˨˦ chi4
2402 tʃiɪi˨˦ zhi4
2403 ʃʱiɪi˨˦ shi4
2404 jiɪi˨˦ yi4
2405 ʔiɪi˨˦ yi4
2406 ji˨˦/ŋiɪi˨˦ yi4
2407 dʒiɪi˨˦ zhi4
2408 liɪi˨˦ li4
2409 kʰiɪi˨˦ qi4
2410 ʃiɪi˨˦ shi4
2411 kiɪi˨˦ ji4
2412 tʃiɪi˨˦ zhi4
2413 giɪi˨˦ ji4
2414 ʂʱui˨˦ shui4
2415 tʃʰiɪi˨˦ chi4
2416 ɖʐui˨˦ zhui4
2417 ji˨˦/ŋiɪi˨˦ yi4
2418 tsui˨˦ zui4
2419 pʰiɪi˨˦ pi4
2420 kʰui˨˦ kui4
2421 hui˨˦ hui4
2422 tʰai˨˦ tai4
2423 kai˨˦ gai4
2424 ŋai˨˦ ai4
2425 ʔai˨˦ ai4
2426 nai˨˦ nai4
2427 dai˨˦ dai4
2428 ɦai˨˦ hai4
2429 tai˨˦ dai4
2430 pui˨˦ bei4
2431 pʰui˨˦ pei4
2432 ɦui˨˦ hui4
2433 dui˨˦ dui4
2434 kui˨˦ kui4
2435 tsui˨˦ zui4
2436 hui˨˦ hui4
2437 kʰui˨˦ kui4
2438 lui˨˦ lei4
2439 ŋwai˨˦ wei4
2440 tui˨˦ dui4
2441 ʔui˨˦ wei4
2442 dzui˨˦ zui4
2443 sui˨˦ sui4
2444 tsʰui˨˦ cui4
2445 bui˨˦ bei4
2446 kʰai˨˦ kai4
2447 tsʰai˨˦ cai4
2448 lai˨˦ lai4
2449 hai˨˦ hai4
2450 tʰui˨˦ tai4
2451 mui˨˦ mei4
2452 tsʰui˨˦ cui4
2453 kwa˨˦ gua4
2454 kiai˨˦ jia4
2455 ʔiai˨˦ 
2456 ɦiai˨˦ xia4
2457 mai˨˦ mai4
2458 ɦwa˨˦ hua4
2459 ʈʂʰai˨˦ chai4
2460 (ŋ)iai˨˦ ya4
2461 hiai˨˦ xia4
2462 pai˨˦ bai4
2463 bai˨˦ bai4
2464 ɖʐai˨˦ zhai4
2465 pʰai˨˦ pai4
2466 ʈʂai˨˦ zhai4
2467 kʰiai˨˦ qia4
2468 ʂai˨˦ shai4
2469 hwa˨˦ hua4
2470 pai˨˦ bai4
2471 ʈʂwa˨˦ zhuai4
2472 kwai˨˦ guai4
2473 ʔiai˨˦ ye4
2474 ʈʂai˨˦ zhai4
2475 kiai˨˦ jie4
2476 nai˨˦ nai4
2477 hiai˨˦ xie4
2478 ɦiai˨˦ xie4
2479 (ŋ)iai˨˦ ye4
2480 kʰwai˨˦ kuai4
2481 pai˨˦ bai4
2482 pʰai˨˦ pai4
2483 ɦwai˨˦ huai4
2484 ŋwai˨˦ wai4
2485 bai˨˦ bai4
2486 mai˨˦ mai4
2487 hwai˨˦ huai4
2488 ʂai˨˦ shai4
2489 kʰiai˨˦ qie4
2490 ʈʂʰwai˨˦ chuai4
2491 kwai˨˦ gua4
2492 kʰwai˨˦ kuai4
2493 mai˨˦ mai4
2494 ɦwai˨˦ huai4
2495 bai˨˦ bai4
2496 ʔwai˨˦ wai4
2497 ʈʂʰwai˨˦ chuai4
2498 kiai˨˦ jie4
2499 ʈʂʰai˨˦ chai4
2500 ʔiai˨˦ ye4
2501 ʂai˨˦ shai4
2502 ɖʐai˨˦ zhai4
2503 hiai˨˦ xie4
2504 hwai˨˦ huai4
2505 pai˨˦ bai4
2506 tsʰwai˨˦ cuai4
2507 ɖʐai˨˦ zhai4
2508 ɦiai˨˦ xie4
2509 dui˨˦ dui4
2510 bui˨˦ bei4
2511 mui˨˦ mei4
2512 pʰui˨˦ pei4
2513 hui˨˦ hui4
2514 tui˨˦ dui4
2515 tsʰui˨˦ cui4
2516 tsui˨˦ zui4
2517 ʔui˨˦ wei4
2518 tʰui˨˦ tui4
2519 kui˨˦ gui4
2520 ɦui˨˦ hui4
2521 kʰui˨˦ kui4
2522 sui˨˦ sui4
2523 nui˨˦ nei4
2524 lui˨˦ lei4
2525 pui˨˦ bei4
2526 ŋui˨˦ wei4
2527 ɦui˨˦ hui4
2528 dai˨˦ dai4
2529 tsai˨˦ zai4
2530 mai˨˦ mei4
2531 sai˨˦ sai4
2532 tʰai˨˦ tai4
2533 kai˨˦ gai4
2534 kʰai˨˦ kai4
2535 ŋai˨˦ ai4
2536 ʔai˨˦ ai4
2537 ɦai˨˦ hai4
2538 nai˨˦ nai4
2539 tai˨˦ dai4
2540 lai˨˦ lai4
2541 tsʰai˨˦ cai4
2542 dzai˨˦ zai4
2543 hai˨˦ hai4
2544 fei˨˦ fei4
2545 fei˨˦ fei4
2546 ʔui˨˦ wei4
2547 fʱei˨˦ fei4
2548 hui˨˦ hui4
2549 gui˨˦ gui4
2550 ji˨˦/ŋiɪi˨˦ yi4
2551 tʃin˨˦ zhen4
2552 sin˨˦ xin4
2553 ʒin˨˦ ren4
2554 jin˨˦ yin4
2555 lin˨˦ lin4
2556 pin˨˦ bin4
2557 dʒin˨˦ zhen4
2558 ʃʱin˨˦ shen4
2559 ʃin˨˦ shen4
2560 kʰin˨˦ qin4
2561 sʱin˨˦ xin4
2562 (ŋ)in˨˦ yin4
2563 tsin˨˦ jin4
2564 hin˨˦ xin4
2565 tʃin˨˦ zhen4
2566 gin˨˦ jin4
2567 ʈʂʰən˨˦ chen4
2568 ʔin˨˦ yin4
2569 tʃʰin˨˦ chen4
2570 pʰin˨˦ pin4
2571 tsʰin˨˦ qin4
2572 kʰin˨˦ qin4
2573 kyun˨˦ Jun4
2574 tʃyun˨˦ zhun4
2575 syun˨˦ xun4
2576 sʱyun˨˦ xun4
2577 tsyun˨˦ Jun4
2578 ʃyun˨˦ shun4
2579 ʒyun˨˦ run4
2580 ʃʱyun˨˦ shun4
2581 vun˨˦ wen4
2582 jyun˨˦ yun4
2583 hyun˨˦ xun4
2584 fun˨˦ fen4
2585 fun˨˦ fen4
2586 ʔyun˨˦ yun4
2587 kyun˨˦ Jun4
2588 gyun˨˦ Jun4
2589 fʱun˨˦ fen4
2590 hin˨˦ xin4
2591 kin˨˦ jin4
2592 gin˨˦ jin4
2593 ʔin˨˦ yin4
2594 (ŋ)in˨˦ yin4
2595 (ŋ)yuɛn˨˦ yuan4
2596 ʔyuɛn˨˦ yuan4
2597 fan˨˦ fan4
2598 kʰyuɛn˨˦ quan4
2599 van˨˦ wan4
2600 fʱan˨˦ fan4
2601 fan˨˦ fan4
2602 kiɛn˨˦ jian4
2603 ʔiɛn˨˦ yan4
2604 hiɛn˨˦ xian4
2605 hyuɛn˨˦ xuan4
2606 giɛn˨˦ jian4
2607 fan˨˦ fan4
2608 jyuɛn˨˦ yuan4
2609 (ŋ)iɛn˨˦ yan3
2610 gyuɛn˨˦ juan4
2611 kyuɛn˨˦ juan4
2612 ɦun˨˦ hun4
2613 tun˨˦ dun4
2614 sun˨˦ sun4
2615 kʰun˨˦ kun4
2616 nun˨˦ nun4
2617 ʔun˨˦ wen4
2618 mun˨˦ men4
2619 dzun˨˦ zun4
2620 kun˨˦ gun4
2621 pʰun˨˦ pen4
2622 dun˨˦ dun4
2623 tsʰun˨˦ cun4
2624 bun˨˦ ben4
2625 ŋun˨˦ wen4
2626 lun˨˦ lun4
2627 pun˨˦ ben4
2628 hun˨˦ hun4
2629 tsun˨˦ zun4
2630 ɦən˨˦ hen4
2631 kən˨˦ gen4
2632 ŋən˨˦ en4
2633 ʔən˨˦ en4
2634 ɦɑn˨˦ han4
2635 tʰan˨˦ tan4
2636 ʔɑn˨˦ an4
2637 tan˨˦ dan4
2638 dan˨˦ dan4
2639 kɑn˨˦ gan4
2640 ŋɑn˨˦ an4
2641 kʰɑn˨˦ kan4
2642 hɑn˨˦ han4
2643 lan˨˦ lan4
2644 nan˨˦ nan4
2645 tsʰan˨˦ can4
2646 san˨˦ san4
2647 tsan˨˦ zan4
2648 dzan˨˦ san4
2649 ɦwɔn˨˦ huan4
2650 tswɔn˨˦ zuan4
2651 ʔwɔn˨˦ wan4
2652 kwɔn˨˦ guan4
2653 tsʰwɔn˨˦ cuan4
2654 ŋwɔn˨˦ wan4
2655 dwɔn˨˦ duan4
2656 lwɔn˨˦ luan4
2657 twɔn˨˦ duan4
2658 tʰwɔn˨˦ tuan4
2659 hwɔn˨˦ huan4
2660 swɔn˨˦ suan4
2661 mwɔn˨˦ man4
2662 pwɔn˨˦ ban4
2663 pʰwɔn˨˦ pan4
2664 bwɔn˨˦ ban4
2665 nwɔn˨˦ nuan4
2666 dzwɔn˨˦ zuan4
2667 kʰwɔn˨˦ kuan4
2668 kian˨˦ jian4
2669 (ŋ)ian˨˦ yan4
2670 ʔian˨˦ yan4
2671 ʂan˨˦ shan4
2672 ɦian˨˦ xian4
2673 man˨˦ man4
2674 ʔwan˨˦ wan4
2675 ɦwan˨˦ huan4
2676 kwan˨˦ guan4
2677 ʂwan˨˦ shuan4
2678 ʈʂʰwan˨˦ chuan4
2679 ŋwan˨˦ wan4
2680 ɖʐan˨˦ zhan4
2681 pʰan˨˦ pan4
2682 nwan˨˦ nuan4
2683 ʈʂʰan˨˦ chan4
2684 ʈʂʰan˨˦ chan4
2685 kian˨˦ jian4
2686 ɦian˨˦ xian4
2687 ban˨˦ ban4
2688 pʰan˨˦ pan4
2689 ɦwan˨˦ huan4
2690 man˨˦ man4
2691 ɖʐan˨˦ zhan4
2692 pan˨˦ ban4
2693 kwan˨˦ guan4
2694 siɛn˨˦ xian4
2695 tsʰiɛn˨˦ qian4
2696 hyuɛn˨˦ xuan4
2697 ɦyuɛn˨˦ xuan4
2698 kyuɛn˨˦ juan4
2699 diɛn˨˦ dian4
2700 tʰiɛn˨˦ tian4
2701 liɛn˨˦ lian4
2702 kiɛn˨˦ jian4
2703 niɛn˨˦ nian4
2704 kʰiɛn˨˦ qian4
2705 ɦiɛn˨˦ xian4
2706 jiɛn˨˦/ŋiɛn˨˦ yan4
2707 ʔiɛn˨˦ yan4
2708 tsiɛn˨˦ jian4
2709 miɛn˨˦ mian4
2710 pʰiɛn˨˦ pian4
2711 dziɛn˨˦ jian4
2712 ʔyuɛn˨˦ yuan4
2713 tiɛn˨˦ dian4
2714 hiɛn˨˦ xian4
2715 siɛn˨˦ xian4
2716 tʃiɛn˨˦ zhan4
2717 ʃʱiɛn˨˦ shan4
2718 (ŋ)iɛn˨˦ yan4
2719 kʰiɛn˨˦ qian4
2720 kyuɛn˨˦ juan4
2721 jyuɛn˨˦ yuan4
2722 miɛn˨˦ mian4
2723 tʃʰyuɛn˨˦ chuan4
2724 jyuɛn˨˦ yuan4
2725 tʃiɛn˨˦ zhan4
2726 ʒyuɛn˨˦ ruan4
2727 tsiɛn˨˦ jian4
2728 tʃʰiɛn˨˦ chan4
2729 ʃiɛn˨˦ shan4
2730 ʔiɛn˨˦ yan4
2731 kyuɛn˨˦ juan4
