#小韻序 字 聲調 韻部 聲紐 韻母 四呼
959 縛 入平 蕭豪 非 蕭豪開一 開口
960 鶴涸 入平 蕭豪 曉 蕭豪開一 開口
961 鑿 入平 蕭豪 精 蕭豪開一 開口
962 钁 入平 蕭豪 見 蕭豪齊一 齊齒
963 著 入平 蕭豪 照 蕭豪齊二 齊齒
964 芍杓 入平 蕭豪 審 蕭豪齊二 齊齒
965 小篠謏 上 蕭豪 心 蕭豪齊二 齊齒
966 皎繳矯撟 上 蕭豪 見 蕭豪齊二 齊齒
967 裊鳥嫋褭 上 蕭豪 泥 蕭豪齊二 齊齒
968 了瞭燎蓼 上 蕭豪 來 蕭豪齊二 齊齒
969 杳夭殀舀 上 蕭豪 影 蕭豪齊二 齊齒
970 遶繞嬈擾 上 蕭豪 日 蕭豪齊二 齊齒
971 眇渺杪藐淼 上 蕭豪 明 蕭豪齊二 齊齒
972 悄愀 上 蕭豪 清 蕭豪齊二 齊齒
973 寶保堡褓葆 上 蕭豪 幫 蕭豪開一 開口
974 卯昴 上 蕭豪 明 蕭豪開二 開口
975 狡攪鉸姣茭絞 上 蕭豪 見 蕭豪齊一 齊齒
976 老姥獠潦䕩橑 上 蕭豪 來 蕭豪開一 開口
977 腦惱碯㛴 上 蕭豪 泥 蕭豪開一 開口
978 掃嫂 上 蕭豪 心 蕭豪開一 開口
979 殍漂僄剽勡 上 蕭豪 滂 蕭豪齊二 齊齒
980 早棗澡藻蚤璪 上 蕭豪 精 蕭豪開一 開口
981 倒島搗禱 上 蕭豪 端 蕭豪開一 開口
982 杲藳縞鎬鄗槁 上 蕭豪 見 蕭豪開一 開口
983 襖懊媼 上 蕭豪 影 蕭豪開一 開口
984 考栲 上 蕭豪 溪 蕭豪開一 開口
985 挑窕 上 蕭豪 透 蕭豪齊二 齊齒
986 沼 上 蕭豪 照 蕭豪齊二 齊齒
987 少 上 蕭豪 審 蕭豪齊二 齊齒
988 表 上 蕭豪 幫 蕭豪齊二 齊齒
989 巧 上 蕭豪 溪 蕭豪齊一 齊齒
990 曉 上 蕭豪 曉 蕭豪齊二 齊齒
991 飽 上 蕭豪 幫 蕭豪開二 開口
992 爪 上 蕭豪 照 蕭豪開一 開口
993 討 上 蕭豪 透 蕭豪開一 開口
994 草 上 蕭豪 清 蕭豪開一 開口
995 好 上 蕭豪 曉 蕭豪開一 開口
996 撓 上 蕭豪 日 蕭豪開一 開口
997 齩 上 蕭豪 影 蕭豪齊一 齊齒
998 稍 上 蕭豪 審 蕭豪開一 開口
999 剖 上 蕭豪 滂 蕭豪開一 開口
1000 缶 上 蕭豪 非 蕭豪開一 開口
1001 角覺腳桷 入上 蕭豪 見 蕭豪齊一 齊齒
1002 捉卓琢斫酌繳灼爍鑠㜰 入上 蕭豪 照 蕭豪齊二 齊齒
1003 鵲雀趞 入上 蕭豪 清 蕭豪齊二 齊齒
1004 託拓橐魄飥柝 入上 蕭豪 透 蕭豪開一 開口
1005 䌇索𢱢 入上 蕭豪 心 蕭豪開一 開口
1006 郭廓 入上 蕭豪 溪 蕭豪開一 開口
1007 朔矟 入上 蕭豪 審 蕭豪齊二 齊齒
1008 剝駁 入上 蕭豪 幫 蕭豪開一 開口
1009 爵 入上 蕭豪 精 蕭豪齊二 齊齒
1010 削 入上 蕭豪 心 蕭豪齊二 齊齒
1011 柞作糳 入上 蕭豪 精 蕭豪開一 開口
1012 錯逪 入上 蕭豪 清 蕭豪開一 開口
1013 閣各 入上 蕭豪 見 蕭豪開一 開口
1014 壑熇 入上 蕭豪 曉 蕭豪開一 開口
1015 綽婥 入上 蕭豪 穿 蕭豪齊二 齊齒
1016 謔 入上 蕭豪 曉 蕭豪齊一 齊齒
1017 戳㮶 入上 蕭豪 穿 蕭豪齊二 齊齒
1018 笑嘯肖鞘 去 蕭豪 心 蕭豪齊二 齊齒
1019 糶眺跳 去 蕭豪 透 蕭豪齊二 齊齒
1020 釣吊窵調掉 去 蕭豪 端 蕭豪齊二 齊齒
1021 豹爆瀑 去 蕭豪 幫 蕭豪開二 開口
1022 抱報暴鮑鞄䛌 去 蕭豪 幫 蕭豪開一 開口
1023 竈皂造漕懆躁 去 蕭豪 精 蕭豪開一 開口
1024 料鐐廖𦌒療 去 蕭豪 來 蕭豪齊二 齊齒
1025 傲奡鏊 去 蕭豪 疑 蕭豪開一 開口
1026 趙兆照旐詔召肇 去 蕭豪 照 蕭豪齊二 齊齒
1027 少紹邵燒 去 蕭豪 審 蕭豪齊二 齊齒
1028 號皓好昊皡耗浩顥灝 去 蕭豪 曉 蕭豪開一 開口
1029 道翿纛燾盜導悼蹈稻到倒 去 蕭豪 端 蕭豪開一 開口
1030 曜燿𤾫要鷂 去 蕭豪 影 蕭豪齊二 齊齒
1031 叫轎嶠 去 蕭豪 見 蕭豪齊二 齊齒
1032 醮噍 去 蕭豪 精 蕭豪齊二 齊齒
1033 糙操造懆 去 蕭豪 清 蕭豪開一 開口
1034 俏峭誚 去 蕭豪 清 蕭豪齊二 齊齒
1035 俵鰾醥 去 蕭豪 幫 蕭豪齊二 齊齒
1036 孝效俲校 去 蕭豪 曉 蕭豪齊一 齊齒
1037 窖校教覺珓鉸較酵徼 去 蕭豪 見 蕭豪齊一 齊齒
1038 罩笊棹 去 蕭豪 照 蕭豪開一 開口
1039 拗靿樂凹 去 蕭豪 影 蕭豪齊一 齊齒
1040 貌冒帽耄眊茂 去 蕭豪 明 蕭豪開二 開口
1041 砲泡 去 蕭豪 滂 蕭豪開二 開口
1042 告誥郜 去 蕭豪 見 蕭豪開一 開口
1043 澇勞嫪 去 蕭豪 來 蕭豪開一 開口
1044 噪燥譟掃 去 蕭豪 心 蕭豪開一 開口
1045 妙廟 去 蕭豪 明 蕭豪齊二 齊齒
1046 鬧淖 去 蕭豪 泥 蕭豪開一 開口
1047 奧懊澳 去 蕭豪 影 蕭豪開一 開口
1048 鈔 去 蕭豪 穿 蕭豪開一 開口
1049 竅 去 蕭豪 溪 蕭豪齊二 齊齒
1050 溺 去 蕭豪 泥 蕭豪齊二 齊齒
1051 哨 去 蕭豪 審 蕭豪開一 開口
1052 覆 去 蕭豪 非 蕭豪開一 開口
1053 岳樂藥約躍鑰瀹 入去 蕭豪 影 蕭豪齊一 齊齒
1054 掿諾 入去 蕭豪 泥 蕭豪開一 開口
1055 末幕漠寞莫沫 入去 蕭豪 明 蕭豪開一 開口
1056 落絡烙洛酪樂珞 入去 蕭豪 來 蕭豪開一 開口
1057 萼鶚鰐惡愕 入去 蕭豪 影 蕭豪開一 開口
1058 弱蒻箬 入去 蕭豪 日 蕭豪齊二 齊齒
1059 略掠 入去 蕭豪 來 蕭豪齊二 齊齒
1060 虐瘧 入去 蕭豪 疑 蕭豪齊一 齊齒
1061 歌哥柯牁 陰平 歌戈 見 歌戈開 開口
1062 科蝌窠 陰平 歌戈 溪 歌戈合 合口
1063 軻珂 陰平 歌戈 溪 歌戈開 開口
1064 戈過鍋 陰平 歌戈 見 歌戈合 合口
1065 莎蓑唆睃梭娑挲 陰平 歌戈 心 歌戈開 開口
1066 磋瑳蹉瘥鹺搓 陰平 歌戈 清 歌戈開 開口
1067 他拖佗詑 陰平 歌戈 透 歌戈開 開口
1068 阿疴 陰平 歌戈 影 歌戈開 開口
1069 窩渦倭踒 陰平 歌戈 影 歌戈合 合口
1070 坡頗 陰平 歌戈 滂 歌戈開 開口
1071 波玻嶓番 陰平 歌戈 幫 歌戈開 開口
1072 呵訶 陰平 歌戈 曉 歌戈開 開口
1073 多 陰平 歌戈 端 歌戈開 開口
1074 麽 陰平 歌戈 明 歌戈開 開口
1075 羅蘿籮儸囉鑼螺騾𤄷欏蠡𨰠 陽平 歌戈 來 歌戈開 開口
1076 摩磨魔𠠒𥂓 陽平 歌戈 明 歌戈開 開口
1077 挪那捼儺 陽平 歌戈 泥 歌戈開 開口
1078 禾和 陽平 歌戈 曉 歌戈合 合口
1079 何河荷苛菏 陽平 歌戈 曉 歌戈開 開口
1080 駝紽迱陀跎𧣖酡沱鼉馱 陽平 歌戈 透 歌戈開 開口
1081 矬𥰭 陽平 歌戈 清 歌戈開 開口
1082 哦蛾娥峨峩鵝俄 陽平 歌戈 疑 歌戈開 開口
1083 婆皤鄱膰 陽平 歌戈 滂 歌戈開 開口
1084 訛鈋 陽平 歌戈 影 歌戈合 合口
1085 合盒鶴盍 入平 歌戈 曉 歌戈開 開口
1086 跋魃 入平 歌戈 滂 歌戈開 開口
1087 縛佛 入平 歌戈 非 歌戈開 開口
1088 活鑊 入平 歌戈 曉 歌戈合 合口
1089 薄箔勃泊渤 入平 歌戈 幫 歌戈開 開口
1090 鐸度 入平 歌戈 端 歌戈開 開口
1091 濁濯鐲 入平 歌戈 穿 歌戈開 開口
1092 學 入平 歌戈 曉 歌戈撮 撮口
1093 鑿 入平 歌戈 精 歌戈開 開口
1094 奪 入平 歌戈 透 歌戈開 開口
1095 著 入平 歌戈 照 歌戈開 開口
1096 杓 入平 歌戈 審 歌戈開 開口
1097 鎖瑣䵀 上 歌戈 心 歌戈開 開口
1098 果裹蜾 上 歌戈 見 歌戈合 合口
1099 裸蠃攞夥㦬 上 歌戈 來 歌戈開 開口
1100 舸哿 上 歌戈 見 歌戈開 開口
1101 朵趓軃跢鬌 上 歌戈 端 歌戈開 開口
1102 娜那 上 歌戈 泥 歌戈開 開口
1103 荷㰤 上 歌戈 曉 歌戈開 開口
1104 可坷軻 上 歌戈 溪 歌戈開 開口
1105 頗叵 上 歌戈 滂 歌戈開 開口
1106 妸 上 歌戈 影 歌戈開 開口
1107 跛簸 上 歌戈 幫 歌戈開 開口
1108 我 上 歌戈 疑 歌戈開 開口
1109 左 上 歌戈 精 歌戈開 開口
1110 妥 上 歌戈 透 歌戈開 開口
1111 火 上 歌戈 曉 歌戈合 合口
1112 顆 上 歌戈 溪 歌戈合 合口
1113 嬤 上 歌戈 明 歌戈開 開口
1114 脞 上 歌戈 清 歌戈開 開口
1115 葛割鴿閤蛤 入上 歌戈 見 歌戈開 開口
1116 鉢撥跋 入上 歌戈 幫 歌戈開 開口
1117 潑粕鏺 入上 歌戈 滂 歌戈開 開口
1118 聒括 入上 歌戈 見 歌戈合 合口
1119 渴𤸎 入上 歌戈 溪 歌戈開 開口
1120 闊 入上 歌戈 溪 歌戈合 合口
1121 撮 入上 歌戈 清 歌戈開 開口
1122 掇 入上 歌戈 端 歌戈開 開口
1123 脫 入上 歌戈 透 歌戈開 開口
1124 抹 入上 歌戈 明 歌戈開 開口
1125 賀荷𧝂 去 歌戈 曉 歌戈開 開口
1126 佐左坐座 去 歌戈 精 歌戈開 開口
1127 舵墮𩯚惰剁垛大馱癉 去 歌戈 端 歌戈開 開口
1128 銼挫剉莝磋 去 歌戈 清 歌戈開 開口
1129 禍貨和 去 歌戈 曉 歌戈合 合口
1130 邏囉摞 去 歌戈 來 歌戈開 開口
1131 簸播譒 去 歌戈 幫 歌戈開 開口
1132 磨麽 去 歌戈 明 歌戈開 開口
1133 臥涴 去 歌戈 影 歌戈合 合口
1134 糯懦那柰 去 歌戈 泥 歌戈開 開口
1135 箇个 去 歌戈 見 歌戈開 開口
1136 餓 去 歌戈 疑 歌戈開 開口
1137 些 去 歌戈 心 歌戈開 開口
1138 過 去 歌戈 見 歌戈合 合口
1139 課 去 歌戈 溪 歌戈合 合口
1140 唾 去 歌戈 透 歌戈開 開口
1141 破 去 歌戈 滂 歌戈開 開口
1142 嗑 去 歌戈 溪 歌戈開 開口
1143 岳樂藥約躍鑰 入去 歌戈 影 歌戈撮 撮口
1144 幕末沫莫寞 入去 歌戈 明 歌戈開 開口
1145 諾掿 入去 歌戈 泥 歌戈開 開口
1146 若弱蒻 入去 歌戈 日 歌戈開 開口
1147 落洛絡酪樂烙 入去 歌戈 來 歌戈開 開口
1148 蕚鶚鰐堊惡鄂 入去 歌戈 影 歌戈開 開口
1149 略掠 入去 歌戈 來 歌戈撮 撮口
1150 虐瘧 入去 歌戈 泥 歌戈撮 撮口
1151 家加跏笳枷袈痂葭豭麚佳嘉 陰平 家麻 見 家麻齊 齊齒
1152 巴疤笆豝芭 陰平 家麻 幫 家麻開 開口
1153 蛙洼窪哇媧蝸 陰平 家麻 影 家麻合 合口
1154 沙砂紗鯊裟 陰平 家麻 審 家麻開 開口
1155 查楂蹅吒 陰平 家麻 照 家麻開 開口
1156 撾抓髽 陰平 家麻 照 家麻合 合口
1157 鴉丫呀 陰平 家麻 影 家麻齊 齊齒
1158 叉杈靫差艖鎈 陰平 家麻 穿 家麻開 開口
1159 誇夸 陰平 家麻 溪 家麻合 合口
1160 蝦 陰平 家麻 曉 家麻齊 齊齒
1161 葩 陰平 家麻 滂 家麻開 開口
1162 花 陰平 家麻 曉 家麻合 合口
1163 瓜 陰平 家麻 見 家麻合 合口
1164 麻蟆痳犘 陽平 家麻 明 家麻開 開口
1165 譁划華驊 陽平 家麻 曉 家麻合 合口
1166 牙芽谺涯衙㝞 陽平 家麻 影 家麻齊 齊齒
1167 霞遐瑕 陽平 家麻 曉 家麻齊 齊齒
1168 琶杷爬 陽平 家麻 滂 家麻開 開口
1169 茶槎搽 陽平 家麻 穿 家麻開 開口
1170 拏 陽平 家麻 泥 家麻開 開口
1171 咱 陽平 家麻 精 家麻開 開口
1172 達撻踏沓 入平 家麻 端 家麻開 開口
1173 滑猾 入平 家麻 曉 家麻合 合口
1174 狎轄鎋俠峽洽匣袷 入平 家麻 曉 家麻齊 齊齒
1175 乏伐筏罰 入平 家麻 非 家麻開 開口
1176 馬媽 上 家麻 明 家麻開 開口
1177 雅瘂 上 家麻 影 家麻齊 齊齒
1178 洒傻 上 家麻 審 家麻開 開口
1179 賈假斝 上 家麻 見 家麻齊 齊齒
1180 寡咼剮 上 家麻 見 家麻合 合口
1181 奼詫 上 家麻 穿 家麻開 開口
1182 把 上 家麻 幫 家麻開 開口
1183 瓦 上 家麻 影 家麻合 合口
1184 鮓 上 家麻 照 家麻開 開口
1185 打 上 家麻 端 家麻開 開口
1186 耍 上 家麻 審 家麻合 合口
1187 塔獺榻塌 入上 家麻 透 家麻開 開口
1188 殺霎 入上 家麻 審 家麻開 開口
1189 劄扎 入上 家麻 照 家麻開 開口
1190 咂匝 入上 家麻 精 家麻開 開口
1191 察插鍤 入上 家麻 穿 家麻開 開口
1192 法發髮 入上 家麻 非 家麻開 開口
1193 甲胛夾 入上 家麻 見 家麻齊 齊齒
1194 荅撘嗒𨅞 入上 家麻 端 家麻開 開口
1195 颯撒薩靸 入上 家麻 心 家麻開 開口
1196 笈 入上 家麻 清 家麻開 開口
1197 刮 入上 家麻 見 家麻合 合口
1198 瞎 入上 家麻 曉 家麻齊 齊齒
1199 八 入上 家麻 幫 家麻開 開口
1200 恰掐 入上 家麻 溪 家麻齊 齊齒
1201 駕嫁稼價架假 去 家麻 見 家麻齊 齊齒
1202 凹𡧗 去 家麻 影 家麻合 合口
1203 跨胯髁 去 家麻 溪 家麻合 合口
1204 亞迓訝砑婭 去 家麻 影 家麻齊 齊齒
1205 汊咤姹詫䰩 去 家麻 穿 家麻開 開口
1206 帕怕 去 家麻 滂 家麻開 開口
1207 詐乍榨棤 去 家麻 照 家麻開 開口
1208 下芐夏嚇罅暇廈 去 家麻 曉 家麻齊 齊齒
1209 化畫華鱯樺話 去 家麻 曉 家麻合 合口
1210 那 去 家麻 泥 家麻開 開口
1211 罷霸𢺞靶壩鈀弝 去 家麻 幫 家麻開 開口
1212 卦掛 去 家麻 見 家麻合 合口
1213 大 去 家麻 端 家麻開 開口
1214 罵 去 家麻 明 家麻開 開口
1215 臘蠟鑞拉糲辣 入去 家麻 來 家麻開 開口
1216 納衲 入去 家麻 泥 家麻開 開口
1217 壓押鴨 入去 家麻 影 家麻齊 齊齒
1218 抹 入去 家麻 明 家麻開 開口
1219 襪 入去 家麻 微 家麻合 合口
1220 刷 入去 家麻 審 家麻合 合口
1221 嗟罝 陰平 車遮 精 車遮齊 齊齒
1222 奢賒 陰平 車遮 審 車遮齊 齊齒
1223 車 陰平 車遮 穿 車遮齊 齊齒
1224 遮 陰平 車遮 照 車遮齊 齊齒
1225 爹 陰平 車遮 端 車遮齊 齊齒
1226 靴 陰平 車遮 曉 車遮撮 撮口
1227 些 陰平 車遮 心 車遮齊 齊齒
1228 爺耶琊鎁呆 陽平 車遮 影 車遮齊 齊齒
1229 斜邪 陽平 車遮 心 車遮齊 齊齒
1230 蛇佘 陽平 車遮 審 車遮齊 齊齒
1231 倈 陽平 車遮 來 車遮齊 齊齒
1232 瘸 陽平 車遮 溪 車遮撮 撮口
1233 協穴俠挾纈 入平 車遮 曉 車遮撮 撮口
1234 傑竭碣 入平 車遮 見 車遮齊 齊齒
1235 疊迭牒揲喋諜垤絰凸蝶跌 入平 車遮 端 車遮齊 齊齒
1236 鐝撅 入平 車遮 見 車遮撮 撮口
1237 折舌涉 入平 車遮 審 車遮齊 齊齒
1238 捷截睫 入平 車遮 精 車遮齊 齊齒
1239 別 入平 車遮 幫 車遮齊 齊齒
1240 絕 入平 車遮 精 車遮撮 撮口
1241 㿱 入平 車遮 心 車遮撮 撮口
1242 野也冶 上 車遮 影 車遮齊 齊齒
1243 者赭 上 車遮 照 車遮齊 齊齒
1244 寫瀉 上 車遮 心 車遮齊 齊齒
1245 捨舍 上 車遮 審 車遮齊 齊齒
1246 惹若喏 上 車遮 日 車遮齊 齊齒
1247 撦哆 上 車遮 穿 車遮齊 齊齒
1248 姐 上 車遮 精 車遮齊 齊齒
1249 且 上 車遮 清 車遮齊 齊齒
1250 屑薛紲泄媟褻爕屧疶 入上 車遮 心 車遮齊 齊齒
1251 切竊妾沏 入上 車遮 清 車遮齊 齊齒
1252 結潔劫頰鋏莢 入上 車遮 見 車遮齊 齊齒
1253 怯挈篋客 入上 車遮 溪 車遮齊 齊齒
1254 節接楫癤 入上 車遮 精 車遮齊 齊齒
1255 血歇嚇蝎 入上 車遮 曉 車遮齊 齊齒
1256 闕缺闋 入上 車遮 溪 車遮撮 撮口
1257 玦决訣譎蕨鴂 入上 車遮 見 車遮撮 撮口
1258 鐵餮帖貼 入上 車遮 透 車遮齊 齊齒
1259 瞥撇 入上 車遮 滂 車遮齊 齊齒
1260 鼈別鱉 入上 車遮 幫 車遮齊 齊齒
1261 拙輟 入上 車遮 照 車遮撮 撮口
1262 轍撤澈掣 入上 車遮 穿 車遮齊 齊齒
1263 哲褶摺折浙 入上 車遮 照 車遮齊 齊齒
1264 設攝灄 入上 車遮 審 車遮齊 齊齒
1265 啜 入上 車遮 穿 車遮撮 撮口
1266 雪 入上 車遮 心 車遮撮 撮口
1267 說 入上 車遮 審 車遮撮 撮口
1268 舍社射麝貰赦 去 車遮 審 車遮齊 齊齒
1269 謝卸榭瀉 去 車遮 心 車遮齊 齊齒
1270 夜射 去 車遮 影 車遮齊 齊齒
1271 柘鷓炙 去 車遮 照 車遮齊 齊齒
1272 蔗借藉 去 車遮 精 車遮齊 齊齒
1273 趄 去 車遮 清 車遮齊 齊齒
1274 𠍽 去 車遮 穿 車遮齊 齊齒
1275 捏聶躡鑷囓蘖 入去 車遮 泥 車遮齊 齊齒
1276 㓕篾蔑 入去 車遮 明 車遮齊 齊齒
1277 拽噎謁葉燁 入去 車遮 影 車遮齊 齊齒
1278 業鄴額 入去 車遮 疑 車遮齊 齊齒
1279 裂冽獵鬣列 入去 車遮 來 車遮齊 齊齒
1280 月悅說閲軏越鉞樾刖 入去 車遮 影 車遮撮 撮口
1281 熱 入去 車遮 日 車遮齊 齊齒
1282 𤑔 入去 車遮 日 車遮撮 撮口
1283 劣 入去 車遮 來 車遮撮 撮口
1284 京麖庚鶊賡更粳羹畊驚荊經兢矜涇 陰平 庚青 見 庚青齊 齊齒
1285 精睛晶旌鶄菁 陰平 庚青 精 庚青齊 齊齒
1286 生甥笙牲猩 陰平 庚青 審 庚青開 開口
1287 箏爭 陰平 庚青 照 庚青開 開口
1288 丁釘玎仃 陰平 庚青 端 庚青齊 齊齒
1289 扃坰 陰平 庚青 見 庚青撮 撮口
1290 征正貞禎徵蒸烝 陰平 庚青 照 庚青齊 齊齒
1291 冰兵并 陰平 庚青 幫 庚青齊 齊齒
1292 登簦㲪㽅燈 陰平 庚青 端 庚青開 開口
1293 轟薨 陰平 庚青 曉 庚青合 合口
1294 憎曾矰罾增 陰平 庚青 精 庚青開 開口
1295 鐺錚棦琤撑瞠 陰平 庚青 穿 庚青開 開口
1296 稱秤赬檉蟶 陰平 庚青 穿 庚青齊 齊齒
1297 英瑛鷹應譍櫻嬰嚶膺鸚纓瓔縈 陰平 庚青 影 庚青齊 齊齒
1298 輕坑卿誙硜𨆪傾鏗 陰平 庚青 溪 庚青齊 齊齒
1299 馨興 陰平 庚青 曉 庚青齊 齊齒
1300 青清鯖 陰平 庚青 清 庚青齊 齊齒
1301 聲升勝昇陞 陰平 庚青 審 庚青齊 齊齒
1302 汀廳聽鞓䩠 陰平 庚青 透 庚青齊 齊齒
1303 星醒惺鯹腥騂 陰平 庚青 心 庚青齊 齊齒
1304 崩繃 陰平 庚青 幫 庚青開 開口
1305 觥肱 陰平 庚青 見 庚青合 合口
1306 甖 陰平 庚青 影 庚青開 開口
1307 僧 陰平 庚青 心 庚青開 開口
1308 亨 陰平 庚青 曉 庚青開 開口
1309 兄 陰平 庚青 曉 庚青撮 撮口
1310 泓 陰平 庚青 影 庚青合 合口
1311 烹 陰平 庚青 滂 庚青開 開口
1312 平評萍枰憑馮凭屏瓶俜娉 陽平 庚青 滂 庚青齊 齊齒
1313 明盟鳿名銘鳴冥溟暝螟蓂 陽平 庚青 明 庚青齊 齊齒
1314 靈櫺醽麢令零苓伶聆鈴齡蛉泠瓴翎鴒陵淩菱鯪凌 陽平 庚青 來 庚青齊 齊齒
1315 鵬朋棚 陽平 庚青 滂 庚青開 開口
1316 楞稜 陽平 庚青 來 庚青開 開口
1317 層曾 陽平 庚青 清 庚青開 開口
1318 能獰 陽平 庚青 泥 庚青開 開口
1319 藤滕騰縢謄疼 陽平 庚青 透 庚青開 開口
1320 莖恆 陽平 庚青 曉 庚青開 開口
1321 盈嬴贏攍瀛塋螢營迎蠅凝 陽平 庚青 影 庚青齊 齊齒
1322 擎檠鯨黥勍 陽平 庚青 溪 庚青齊 齊齒
1323 行刑形邢桁衡鉶珩硎 陽平 庚青 曉 庚青齊 齊齒
1324 情睛晴繒 陽平 庚青 清 庚青齊 齊齒
1325 亭停婷廷庭蜓霆 陽平 庚青 透 庚青齊 齊齒
1326 瓊煢惸 陽平 庚青 溪 庚青撮 撮口
1327 澄呈程酲成城宬誠盛承丞懲乘塍 陽平 庚青 穿 庚青齊 齊齒
1328 熒䁝 陽平 庚青 曉 庚青撮 撮口
1329 盲氓甍萌 陽平 庚青 明 庚青開 開口
1330 橫宏紘閎嶸鈜弘泓 陽平 庚青 曉 庚青合 合口
1331 橙棖䟫 陽平 庚青 穿 庚青開 開口
1332 榮 陽平 庚青 影 庚青撮 撮口
1333 寧 陽平 庚青 泥 庚青齊 齊齒
1334 仍 陽平 庚青 日 庚青齊 齊齒
1335 繩 陽平 庚青 審 庚青齊 齊齒
1336 餳 陽平 庚青 心 庚青齊 齊齒
1337 景儆璟擏骾鯁綆梗警境頸耿哽 上 庚青 見 庚青齊 齊齒
1338 頃檾 上 庚青 溪 庚青齊 齊齒
1339 丙炳邴秉餅屏 上 庚青 幫 庚青齊 齊齒
1340 惺醒省㾪 上 庚青 心 庚青齊 齊齒
1341 影郢穎癭 上 庚青 影 庚青齊 齊齒
1342 省眚 上 庚青 審 庚青開 開口
1343 礦鑛懭 上 庚青 見 庚青合 合口
1344 㤯冋 上 庚青 見 庚青撮 撮口
1345 艋猛 上 庚青 明 庚青開 開口
1346 整拯 上 庚青 照 庚青齊 齊齒
1347 茗皿酩 上 庚青 明 庚青齊 齊齒
1348 騁逞 上 庚青 穿 庚青齊 齊齒
1349 領嶺 上 庚青 來 庚青齊 齊齒
1350 鼎酊頂 上 庚青 端 庚青齊 齊齒
1351 艇挺誔町奵 上 庚青 透 庚青齊 齊齒
1352 冷 上 庚青 來 庚青開 開口
1353 井 上 庚青 精 庚青齊 齊齒
1354 請 上 庚青 清 庚青齊 齊齒
1355 等 上 庚青 端 庚青開 開口
1356 永 上 庚青 影 庚青撮 撮口
1357 涬 上 庚青 曉 庚青齊 齊齒
1358 敬徑俓經鏡獍竟競勁更 去 庚青 見 庚青齊 齊齒
1359 暎應譍凝硬 去 庚青 影 庚青齊 齊齒
1360 慶𨆪磬謦罄 去 庚青 溪 庚青齊 齊齒
1361 命暝 去 庚青 明 庚青齊 齊齒
1362 鄧凳隥鐙磴 去 庚青 端 庚青開 開口
1363 迥詗敻 去 庚青 曉 庚青撮 撮口
1364 倩請 去 庚青 清 庚青齊 齊齒
1365 諍掙 去 庚青 照 庚青開 開口
1366 正政鄭證 去 庚青 照 庚青齊 齊齒
1367 詠瑩 去 庚青 影 庚青撮 撮口
1368 病並柄凭 去 庚青 幫 庚青齊 齊齒
1369 令凌 去 庚青 來 庚青齊 齊齒
1370 聖賸勝乘剩盛 去 庚青 審 庚青齊 齊齒
1371 性姓 去 庚青 心 庚青齊 齊齒
1372 娉聘 去 庚青 滂 庚青齊 齊齒
1373 佞濘寗 去 庚青 泥 庚青齊 齊齒
1374 淨靜穽甑靖凊圊 去 庚青 精 庚青齊 齊齒
1375 杏幸倖脛興行 去 庚青 曉 庚青齊 齊齒
1376 稱秤 去 庚青 穿 庚青齊 齊齒
1377 定錠矴釘訂飣 去 庚青 端 庚青齊 齊齒
1378 贈 去 庚青 精 庚青開 開口
1379 聽 去 庚青 透 庚青齊 齊齒
1380 迸 去 庚青 幫 庚青開 開口
1381 孟 去 庚青 明 庚青開 開口
1382 橫 去 庚青 曉 庚青合 合口
1383 撐 去 庚青 穿 庚青開 開口
1384 亙 去 庚青 見 庚青開 開口
1385 啾揫湫 陰平 尤侯 精 尤侯齊 齊齒
1386 鳩鬮 陰平 尤侯 見 尤侯齊 齊齒
1387 搜颼 陰平 尤侯 審 尤侯開 開口
1388 鄒諏鯫陬騶緅 陰平 尤侯 照 尤侯開 開口
1389 休咻貅庥 陰平 尤侯 曉 尤侯齊 齊齒
1390 謳鷗漚甌歐區 陰平 尤侯 影 尤侯開 開口
1391 鈎勾篝溝韝緱 陰平 尤侯 見 尤侯開 開口
1392 兜篼 陰平 尤侯 端 尤侯開 開口
1393 秋鰍鞧楸鞦鶖 陰平 尤侯 清 尤侯齊 齊齒
1394 憂幽優耰麀 陰平 尤侯 影 尤侯齊 齊齒
1395 脩修羞饈 陰平 尤侯 心 尤侯齊 齊齒
1396 抽瘳 陰平 尤侯 穿 尤侯齊 齊齒
1397 周賙啁週洲州舟輈 陰平 尤侯 照 尤侯齊 齊齒
1398 丘坵 陰平 尤侯 溪 尤侯齊 齊齒
1399 偷媮鍮 陰平 尤侯 透 尤侯開 開口
1400 篘搊 陰平 尤侯 穿 尤侯開 開口
1401 溲餿𩜯 陰平 尤侯 心 尤侯開 開口
1402 彪 陰平 尤侯 幫 尤侯齊 齊齒
1403 收 陰平 尤侯 審 尤侯齊 齊齒
1404 齁 陰平 尤侯 曉 尤侯開 開口
1405 摳 陰平 尤侯 溪 尤侯開 開口
1406 尤蚰疣訧遊游蝣由油郵牛庮猷蘨輶猶繇蕕楢悠攸 陽平 尤侯 影 尤侯齊 齊齒
1407 侯猴喉餱篌 陽平 尤侯 曉 尤侯開 開口
1408 劉留遛瘤榴鶹騮流旒 陽平 尤侯 來 尤侯齊 齊齒
1409 柔揉鍒蹂鞣 陽平 尤侯 日 尤侯齊 齊齒
1410 抔裒 陽平 尤侯 滂 尤侯開 開口
1411 繆矛眸鍪蟊牟麰侔 陽平 尤侯 明 尤侯開 開口
